id,EAP,HPL,MWS
id02310,0.11960718298403643,0.050998107304131075,0.8293947097118306
id24541,0.6453071346285303,0.30454862439755925,0.05014424097391292
id00134,0.4157520771916591,0.5840882312977541,0.0001596915105811817
id27757,0.25226718583382873,0.747369435674078,0.00036337849209192643
id04081,0.9356128265384542,0.040953917966588836,0.02343325549495607
id27337,0.4900902930611281,0.42843161237182475,0.08147809456704982
id24265,0.8596404126105038,0.12960392272080168,0.010755664668695094
id25917,0.029785638641812266,0.06318406764452328,0.907030293713664
id04951,0.9684558495975829,0.009816495662147331,0.021727654740271343
id14549,0.7374849361279342,0.028288853872082173,0.23422620999998403
id22505,0.568335771291302,0.16931861730434003,0.26234561140436036
id24002,5.66446300646889e-06,0.9999869094994833,7.426037512477401e-06
id18982,0.29563857536308186,0.623149671394961,0.08121175324195423
id15181,0.024446023563611613,0.975477942465622,7.603397076484391e-05
id21888,0.6058253105940417,0.1856406983312867,0.20853399107467455
id12035,0.12210349805828219,0.12691113062146628,0.7509853713202506
id17991,0.680547037416411,0.010768338904959866,0.3086846236786285
id10707,0.9994008527822436,9.08642303688978e-05,0.0005082829873887424
id07101,0.27715477021267093,0.4056048111708368,0.317240418616489
id00345,0.9647803036324409,0.017062676980734503,0.01815701938682596
id05912,0.6793950238516979,0.20056874246981438,0.12003623367848788
id13443,0.9967805501956452,0.0017197228704007076,0.0014997269339509804
id09248,0.5627062690227259,0.13816953876399515,0.29912419221327813
id17542,0.0029155055686967664,0.9958267662251565,0.0012577282061478983
id06995,0.040046296131166025,0.0007029300309017304,0.959250773837936
id25159,0.6380601253060821,0.12004391405608081,0.24189596063783766
id25729,0.36920079566028985,0.6062088942211643,0.02459031011854721
id26949,0.973876479976808,0.023119010575136698,0.0030045094480512188
id27191,0.3063243981037047,0.14652904825058993,0.5471465536457076
id07668,0.0578477087134882,4.692592055163093e-06,0.9421475986944606
id02230,0.5660636194026956,0.23107085614019077,0.20286552445711367
id15553,0.999320329538423,0.0004997545454996327,0.0001799159160770443
id25688,0.06737293644056642,0.5640890424275185,0.3685380211319168
id17545,0.8419470359771579,0.12260375010665506,0.035449213916186426
id13929,0.09171135111973977,0.22372013174878383,0.684568517131476
id12880,0.8113077324077473,0.1743981153580596,0.014294152234189072
id19282,0.5421164268270254,0.030336996497659918,0.4275465766753141
id14690,0.349581831918303,0.0026884198556546067,0.6477297482260416
id17975,0.4900083456706618,0.49888699679150017,0.011104657537845695
id08037,0.1595139110709261,0.0003285934825398876,0.8401574954465312
id15412,0.2680052149211017,0.10914262581458961,0.6228521592643075
id25032,0.6201265289697602,0.1224426866183366,0.25743078441190365
id27165,0.9748123334788829,0.009577509728050751,0.015610156793061925
id03327,0.017876040073101382,0.9654871362096786,0.016636823717218703
id18515,0.47793903547414784,0.07747146609449661,0.4445894984313521
id21003,0.7380464565874761,0.13673316775070588,0.12522037566181807
id23855,0.00039198857091582846,0.9842883025161911,0.015319708912891604
id20724,0.9174928190451938,0.051927139802705434,0.030580041152100005
id13303,0.6251562151729424,0.012232611278780102,0.36261117354827743
id16521,0.0010063772151020919,0.3053425398802109,0.6936510829046885
id20775,0.945815127131818,0.035815458895568676,0.018369413972611513
id13029,0.8929881145387978,0.011395804911617133,0.09561608054958712
id14660,0.8071936326535893,0.05824893611767698,0.13455743122873343
id11028,0.13673115986140474,0.008129327136329143,0.855139513002267
id14180,0.9734658597116651,0.022819244045561085,0.0037148962427717724
id25860,0.999581581785233,0.0004161527734494068,2.2654413127795014e-06
id11910,0.8469168054228009,0.02010351664603423,0.13297967793116366
id08065,0.6247216102741179,0.1617430781200027,0.21353531160587905
id22674,0.00835182934118434,0.009844662907440406,0.9818035077513715
id25018,0.49658880429342717,0.04040934776940155,0.4630018479371705
id10892,0.0009010507995989919,0.9990961883759504,2.760824451328674e-06
id10217,0.0020298241449653955,0.9977034558628739,0.0002667199921565639
id12996,0.772528054812059,0.07313581851195373,0.1543361266759862
id18262,0.45484052834480815,0.009410889188144317,0.5357485824670498
id08606,0.00024555126755612146,0.99916426390223,0.0005901848302138595
id17233,0.9626174336997964,0.024711943469896625,0.012670622830308561
id00101,0.9317015918246323,0.03980432623644974,0.028494081938920605
id12225,0.895334157118547,0.09176360666310747,0.012902236218345816
id01364,0.04340683222586008,0.9450134199151011,0.011579747859037481
id24973,0.9298250310532746,0.027669383764567422,0.04250558518215612
id25363,0.2383113200307879,0.0021915860702299297,0.7594970938989827
id10061,0.351044125471517,0.17941254181679547,0.4695433327116833
id17673,0.08164495373603059,0.9126288765166164,0.0057261697473503514
id13249,0.7675309215901842,0.08273847374178576,0.14973060466803068
id10107,0.0008535484859163698,0.0003638173181489238,0.998782634195932
id04403,0.9731142328952926,0.00011224200612281203,0.026773525098578513
id25728,0.718964819594171,0.04305436328062612,0.2379808171252016
id16184,0.7310272266974905,0.05732973956577071,0.2116430337367394
id03438,0.010275773223196939,6.725433069862096e-06,0.9897175013437332
id22923,0.6987257368627515,0.29390023930366116,0.007374023833586169
id08610,0.5778724895980063,0.19863725339756932,0.22349025700442354
id25355,0.14104476248300082,0.03795224045718788,0.8210029970598096
id16916,0.42596031339722523,0.555989854747915,0.0180498318548595
id12793,0.014414548092721935,0.9844670220691552,0.0011184298381250535
id11859,0.8296067889382963,0.06838615906684786,0.10200705199485821
id02434,0.9999978009569152,1.07024206316713e-07,2.0920188823105974e-06
id27703,0.38570817166965893,0.033579629381401355,0.5807121989489392
id25212,0.07553762521801168,0.9243066477398769,0.00015572704211148914
id11308,0.10007649579536164,0.17641315094031967,0.7235103532643197
id26094,0.4792662796114304,0.06250538285490286,0.45822833753366554
id22080,0.7988288981989954,0.1899698112430885,0.011201290557916277
id03545,0.8910318828656927,0.08777025645498468,0.021197860679325872
id23725,0.010908347290522733,0.0009033558971284401,0.9881882968123465
id12009,0.7182198339012352,0.152097034667277,0.12968313143148785
id24241,0.4386413803626806,0.2799100920126707,0.28144852762464934
id03596,0.5261651023813977,0.24480213770331707,0.22903275991528843
id10749,0.5131759904115534,0.3195969324550602,0.16722707713338686
id22794,0.0631733896587162,0.061134455381414335,0.8756921549598702
id15482,0.08185276673883696,0.06239166048780046,0.8557555727733626
id04833,0.611208643529865,0.2350956754113314,0.15369568105880413
id00397,0.3049018427709452,6.243681016731504e-06,0.6950919135480387
id14691,0.0021875384334579776,0.00022480858772427493,0.9975876529788166
id05193,0.06900638765935614,0.02287453831629792,0.9081190740243443
id19541,0.7292400333669767,0.18520741655085154,0.08555255008217134
id22166,0.0023295455283076963,2.3886604157177667e-05,0.9976465678675319
id20744,0.0012111738353913493,0.0005337888658080221,0.9982550372988006
id10392,1.00965566113639e-06,0.0001027682952981116,0.9998962220490415
id00770,0.8668206771357548,0.11607141926205848,0.01710790360218875
id06018,0.30765232995513886,0.6656004023651381,0.0267472676797251
id15678,0.26908449596129735,0.3492568713558062,0.381658632682895
id08305,0.7996653113859329,0.15227466207017573,0.04806002654389138
id08903,0.9079343803755688,0.03168038881182045,0.060385230812609283
id14752,0.3900720152391333,0.6028017058739363,0.007126278886922061
id12468,0.003953839598271665,0.9955360423521133,0.0005101180496185568
id05085,0.5184099006213753,0.1565376274050776,0.32505247197354414
id21993,0.026900287898806025,0.0006975517801171733,0.972402160321079
id15503,0.6972739669257255,0.2859634670783303,0.016762565995943654
id03021,0.01170595291572707,0.9794332086569137,0.008860838427354243
id16123,0.9989496206849415,0.0010488578634697493,1.5214515879541436e-06
id19383,0.9963043075348857,0.003657101435205135,3.8591029910661225e-05
id04186,0.9636567975088983,0.008297898906031123,0.02804530358507042
id17954,0.0016216563521078394,0.00017531079001217777,0.9982030328578825
id12030,0.4235057105120114,0.003606167562861197,0.5728881219251281
id13020,0.9186338187761894,0.05907019810901692,0.022295983114793395
id25327,0.000530059168754718,0.8579430055482328,0.1415269352830084
id16344,0.09303342494069844,0.008299137214427,0.8986674378448773
id12303,0.383483332503184,0.3013533694174211,0.3151632980793944
id15017,0.9712623944087315,0.028700747862035494,3.685772923900918e-05
id22308,0.5394424798655281,0.19523717796700749,0.26532034216746575
id06536,0.0026653260305134377,0.014029617855127683,0.9833050561143574
id19797,0.3438631739687349,0.40335623850947055,0.25278058752179483
id06332,0.0033970263899741784,0.8958199669481592,0.10078300666187096
id22941,0.47689522645995697,0.39402695740052385,0.12907781613951821
id13547,0.023536730183622356,0.042223435984808294,0.9342398338315668
id06928,0.1247018800400848,5.6544390672873886e-05,0.8752415755692426
id12521,0.11953018515651856,0.8785182397040985,0.001951575139374294
id25716,0.8074071840543153,0.014085500824018436,0.17850731512166648
id27116,3.0608865605381016e-05,2.349012001623592e-06,0.9999670421223928
id19941,0.0018261904064213548,0.9777381696027176,0.02043563999085292
id05711,2.545393711156849e-06,3.650506123782367e-05,0.9999609495450517
id02097,1.022048176608288e-05,0.0009382077241646667,0.9990515717940744
id03563,0.018033771611801284,0.8426191143310076,0.1393471140571921
id02295,0.5582869722912163,0.1991358052128868,0.2425772224958985
id08179,0.999954596280504,4.3516173541389566e-05,1.8875459555028234e-06
id05332,0.42585398668019087,0.28937960191126827,0.2847664114085403
id15697,0.006074706134127249,0.505544502577829,0.48838079128803463
id17026,0.31913273444133267,0.040986010687210986,0.6398812548714566
id04243,0.6270494742082554,0.01650271988176131,0.3564478059099821
id13175,0.925223171573294,0.07471516886463467,6.165956207603495e-05
id05387,0.9008877592484996,0.05580303544676631,0.04330920530473607
id19989,0.17365450494247553,0.6193953670231883,0.20695012803433896
id25173,0.32707891945742495,0.37977379926054866,0.293147281282032
id08925,0.003719546489270944,0.9930258388876797,0.0032546146230474447
id03034,0.00255757142127209,0.9908139692023217,0.00662845937640066
id13272,0.008629706737554924,0.988467439482684,0.0029028537797549537
id07956,0.1934167128301377,0.00023117816047040198,0.8063521090093925
id02648,0.0033550546802143867,9.384909492809407e-05,0.9965510962248596
id01778,0.10178954823214542,0.001043093786842539,0.8971673579810119
id12846,0.010229116501648192,5.439696318009172e-05,0.9897164865351755
id19001,0.6499463704126314,0.09112733647836098,0.2589262931090066
id05763,0.3227840392926561,0.4785222878779006,0.1986936728294425
id15590,0.0007966230365043457,0.00012169765985013173,0.9990816793036462
id04912,0.5904338287284547,0.07163516230123738,0.33793100897030504
id21201,0.8328075028820748,0.0840078814407841,0.08318461567714384
id13215,0.9791532318097053,0.010776355521676509,0.010070412668616737
id15612,0.4162282319276101,0.14897368871856848,0.43479807935382214
id18501,0.0398601221126155,0.003920029465086452,0.9562198484222977
id07223,0.4286950010261264,0.3866992914955583,0.18460570747831562
id06707,0.9528026428596517,0.03430789098216886,0.012889466158184135
id05238,4.880851988017286e-06,0.9999946073043352,5.118436764860801e-07
id00935,0.015595414198659363,0.29312517897538015,0.6912794068259609
id00110,0.7256105165370325,0.15924744626254775,0.11514203720041896
id17476,0.6569608708176556,0.31117821298402176,0.03186091619832111
id15170,0.5196934969765916,0.2233501532839548,0.25695634973944986
id13397,0.057252827940429366,0.01165869745604089,0.9310884746035303
id24283,0.40907840908243936,0.39749903642715406,0.1934225544904052
id15234,0.9531898200116992,0.03956457012664063,0.0072456098616592805
id16884,0.008789845139861046,0.5301389075489474,0.46107124731119387
id07831,0.5692576924579867,0.06929429386006845,0.36144801368194396
id16038,0.7990239727870457,0.09000122019188672,0.1109748070210693
